user_id,recency_days,frequency_90d,monetary_avg,is_fraud,Cluster,Decision_Segment
USER_02718,0,2,909,0,1,Allowed
USER_02719,54,4,817,0,1,Allowed
USER_02720,26,4,353,0,1,Allowed
USER_02721,18,2,921,0,1,Allowed
USER_02722,122,285,35740,1,2,Blocked
USER_02723,49,158,164444,1,2,Blocked
USER_02724,15,2,1098,0,1,Allowed
USER_02725,8,2,639,0,1,Allowed
USER_02726,12,10,411,0,1,Allowed
USER_02727,1,34,1497,0,1,Allowed
USER_02728,0,7,443,0,1,Allowed
USER_02729,78,5,1222,0,0,Suspicious
USER_02730,2,2,1023,0,1,Allowed
USER_02731,41,19,4284,0,1,Allowed
USER_02732,98,222,2799,0,0,Suspicious
USER_02733,26,4,2331,0,1,Allowed
USER_02734,34,3,505,0,1,Allowed
USER_02735,1,6,956,0,1,Allowed
USER_02736,15,2,447,0,1,Allowed
USER_02737,17,3,750,0,1,Allowed
USER_02738,2,3,1057,0,1,Allowed
USER_02739,14,9,13062,0,1,Allowed
USER_02740,4,5,348,0,1,Allowed
USER_02741,14,6,445,0,1,Allowed
USER_02742,67,3,938,0,1,Allowed
USER_02743,19,5,435,0,1,Allowed
USER_02744,0,3,323,0,1,Allowed
USER_02745,106,62,15241,0,0,Suspicious
USER_02746,35,3,850,0,1,Allowed
USER_02747,13,3,1449,0,1,Allowed
USER_02748,85,24,51751,1,0,Suspicious
USER_02749,50,1,970,0,1,Allowed
USER_02750,35,5,514,0,1,Allowed
USER_02751,2,5,671,0,1,Allowed
USER_02752,17,4,1043,0,1,Allowed
USER_02753,19,61,75539,0,1,Allowed
USER_02754,21,21,5365,0,1,Allowed
USER_02755,16,49,1488,0,1,Allowed
USER_02756,5,5,518,0,1,Allowed
USER_02757,11,1,503,0,1,Allowed
USER_02758,1,6,367,0,1,Allowed
USER_02759,7,2,583,0,1,Allowed
USER_02760,4,10,438,0,1,Allowed
USER_02761,38,6,1058,0,1,Allowed
USER_02762,11,10,451,0,1,Allowed
USER_02763,4,3,953,0,1,Allowed
USER_02764,59,49,4530,0,1,Allowed
USER_02765,4,4,821,0,1,Allowed
USER_02766,3,1,732,0,1,Allowed
USER_02767,3,3,192,0,1,Allowed
USER_02768,9,18,7409,0,1,Allowed
USER_02769,0,6,575,0,1,Allowed
USER_02770,180,24,9012,0,0,Suspicious
USER_02771,20,2,1600,0,1,Allowed
USER_02772,27,27,1802,0,1,Allowed
USER_02773,21,442,25453,0,2,Blocked
USER_02774,22,3,344,0,1,Allowed
USER_02775,67,21,4966,0,1,Allowed
USER_02776,2,6,485,0,1,Allowed
USER_02777,6,7,379,0,1,Allowed
USER_02778,0,8,1968,0,1,Allowed
USER_02779,4,2,838,0,1,Allowed
USER_02780,2,31,15310,0,1,Allowed
USER_02781,180,500,44938,1,2,Blocked
USER_02782,26,394,58792,1,2,Blocked
USER_02783,34,4,571,0,1,Allowed
USER_02784,10,4,1062,0,1,Allowed
USER_02785,9,14,645,0,1,Allowed
USER_02786,1,6,817,0,1,Allowed
USER_02787,1,15,465,0,1,Allowed
USER_02788,29,2,1568,0,1,Allowed
USER_02789,21,12,845,0,1,Allowed
USER_02790,29,47,7342,0,1,Allowed
USER_02791,176,500,105139,1,2,Blocked
USER_02792,4,276,14303,1,1,Allowed
USER_02793,66,35,1790,0,1,Allowed
USER_02794,3,3,423,0,1,Allowed
USER_02795,145,65,6935,0,0,Suspicious
USER_02796,31,3,798,0,1,Allowed
USER_02797,9,2,2730,0,1,Allowed
USER_02798,5,1,1008,0,1,Allowed
USER_02799,8,4,1384,0,1,Allowed
USER_02800,13,17,33647,0,1,Allowed
USER_02801,21,36,9904,0,1,Allowed
USER_02802,12,4,583,0,1,Allowed
USER_02803,51,2,861,0,1,Allowed
USER_02804,8,2,413,0,1,Allowed
USER_02805,32,27,1435,0,1,Allowed
USER_02806,18,5,479,0,1,Allowed
USER_02807,6,3,1485,0,1,Allowed
USER_02808,0,3,782,0,1,Allowed
USER_02809,7,10,648,0,1,Allowed
USER_02810,16,3,1989,0,1,Allowed
USER_02811,10,3,268,0,1,Allowed
USER_02812,12,223,18207,0,1,Allowed
USER_02813,21,8,389,0,1,Allowed
USER_02814,157,46,3314,0,0,Suspicious
USER_02815,22,119,3087,0,1,Allowed
USER_02816,41,48,10570,0,1,Allowed
USER_02817,51,33,4376,0,1,Allowed
USER_02818,28,3,850,0,1,Allowed
USER_02819,16,16,2116,0,1,Allowed
USER_02820,20,7,167,0,1,Allowed
USER_02821,73,359,22268,0,2,Blocked
USER_02822,18,10,14712,0,1,Allowed
USER_02823,26,3,600,0,1,Allowed
USER_02824,3,2,375,0,1,Allowed
USER_02825,16,9,541,0,1,Allowed
USER_02826,22,15,2665,0,1,Allowed
USER_02827,80,8,673,0,0,Suspicious
USER_02828,65,40,152427,0,2,Blocked
USER_02829,14,7,386,0,1,Allowed
USER_02830,60,3,564,0,1,Allowed
USER_02831,124,284,33980,1,2,Blocked
USER_02832,5,6,108,0,1,Allowed
USER_02833,11,6,1184,0,1,Allowed
USER_02834,40,20,23112,0,1,Allowed
USER_02835,1,1,845,0,1,Allowed
USER_02836,0,24,7617,0,1,Allowed
USER_02837,12,2,724,0,1,Allowed
USER_02838,30,374,43234,0,2,Blocked
USER_02839,58,31,2809,0,1,Allowed
USER_02840,11,6,22456,0,1,Allowed
USER_02841,1,3,1176,0,1,Allowed
USER_02842,52,3,2303,0,1,Allowed
USER_02843,16,4,1385,0,1,Allowed
USER_02844,72,5,349,0,1,Allowed
USER_02845,15,4,429,0,1,Allowed
USER_02846,0,4,7353,0,1,Allowed
USER_02847,11,6,142,0,1,Allowed
USER_02848,62,3,333,0,1,Allowed
USER_02849,23,28,12732,0,1,Allowed
USER_02850,14,2,1273,0,1,Allowed
USER_02851,13,3,359,0,1,Allowed
USER_02852,19,2,1563,0,1,Allowed
USER_02853,104,32,23480,0,0,Suspicious
USER_02854,40,26,931,0,1,Allowed
USER_02855,0,3,499,0,1,Allowed
USER_02856,73,60,5216,0,0,Suspicious
USER_02857,52,86,7640,0,1,Allowed
USER_02858,13,4,402,0,1,Allowed
USER_02859,6,2,1634,0,1,Allowed
USER_02860,5,3,3128,0,1,Allowed
USER_02861,121,10,4383,0,0,Suspicious
USER_02862,64,342,77725,0,2,Blocked
USER_02863,38,98,3427,0,1,Allowed
USER_02864,31,62,3526,0,1,Allowed
USER_02865,34,4,567,0,1,Allowed
USER_02866,6,17,6844,0,1,Allowed
USER_02867,180,213,1836,0,0,Suspicious
USER_02868,28,18,4903,0,1,Allowed
USER_02869,3,5,1015,0,1,Allowed
USER_02870,38,27,17074,0,1,Allowed
USER_02871,5,7,925,0,1,Allowed
USER_02872,35,50,1139,0,1,Allowed
USER_02873,2,8,488,0,1,Allowed
USER_02874,138,26,2366,0,0,Suspicious
USER_02875,129,26,16855,0,0,Suspicious
USER_02876,22,21,3901,0,1,Allowed
USER_02877,11,6,1189,0,1,Allowed
USER_02878,29,6,773,0,1,Allowed
USER_02879,5,3,837,0,1,Allowed
USER_02880,3,8,778,0,1,Allowed
USER_02881,38,48,6260,0,1,Allowed
USER_02882,0,8,851,0,1,Allowed
USER_02883,39,257,12327,0,1,Allowed
USER_02884,17,1,725,0,1,Allowed
USER_02885,4,3,928,0,1,Allowed
USER_02886,2,5,307,0,1,Allowed
USER_02887,26,3,634,0,1,Allowed
USER_02888,36,3,279,0,1,Allowed
USER_02889,180,323,66575,1,2,Blocked
USER_02890,0,7,682,0,1,Allowed
USER_02891,18,4,1384,0,1,Allowed
USER_02892,19,10,334,0,1,Allowed
USER_02893,22,53,1194,0,1,Allowed
USER_02894,4,2,478,0,1,Allowed
USER_02895,82,4,1205,0,0,Suspicious
USER_02896,133,30,2582,0,0,Suspicious
USER_02897,85,16,2974,0,0,Suspicious
USER_02898,27,6,337,0,1,Allowed
USER_02899,29,3,605,0,1,Allowed
USER_02900,6,2,693,0,1,Allowed
USER_02901,0,55,6665,0,1,Allowed
USER_02902,180,11,13172,0,0,Suspicious
USER_02903,48,41,23140,0,1,Allowed
USER_02904,137,500,15949,0,2,Blocked
USER_02905,5,19,7388,0,1,Allowed
USER_02906,12,24,1486,0,1,Allowed
USER_02907,15,5,1064,0,1,Allowed
USER_02908,14,3,352,0,1,Allowed
USER_02909,0,3,609,0,1,Allowed
USER_02910,86,6,9686,0,0,Suspicious
USER_02911,103,73,1284,0,0,Suspicious
USER_02912,77,69,22942,0,0,Suspicious
USER_02913,25,12,1720,0,1,Allowed
USER_02914,30,28,6114,0,1,Allowed
USER_02915,59,16,8230,0,1,Allowed
USER_02916,9,7,1021,0,1,Allowed
USER_02917,2,4,1310,0,1,Allowed
USER_02918,19,4,1061,0,1,Allowed
USER_02919,18,2,936,0,1,Allowed
USER_02920,16,5,1490,0,1,Allowed
USER_02921,1,39,9423,0,1,Allowed
USER_02922,1,16,368,0,1,Allowed
USER_02923,49,9,708,0,1,Allowed
USER_02924,7,2,758,0,1,Allowed
USER_02925,7,3,890,0,1,Allowed
USER_02926,3,6,507,0,1,Allowed
USER_02927,0,7,824,0,1,Allowed
USER_02928,48,2,641,0,1,Allowed
USER_02929,18,7,798,0,1,Allowed
USER_02930,23,6,699,0,1,Allowed
USER_02931,14,10,5635,0,1,Allowed
USER_02932,178,95,3581,0,0,Suspicious
USER_02933,22,3,1717,0,1,Allowed
USER_02934,18,5,940,0,1,Allowed
USER_02935,11,7,5007,0,1,Allowed
USER_02936,39,5,488,0,1,Allowed
USER_02937,36,500,59257,1,2,Blocked
USER_02938,32,74,500000,1,2,Blocked
USER_02939,48,20,7642,0,1,Allowed
USER_02940,34,5,394,0,1,Allowed
USER_02941,11,2,766,0,1,Allowed
USER_02942,0,3,1067,0,1,Allowed
USER_02943,5,3,198,0,1,Allowed
USER_02944,6,14,672,0,1,Allowed
USER_02945,0,2,1113,0,1,Allowed
USER_02946,89,118,1612,0,0,Suspicious
USER_02947,0,6,436,0,1,Allowed
USER_02948,67,61,5917,0,1,Allowed
USER_02949,11,137,12470,0,1,Allowed
USER_02950,3,5,1138,0,1,Allowed
USER_02951,18,8,2612,0,1,Allowed
USER_02952,4,133,3584,0,1,Allowed
USER_02953,37,6,1151,0,1,Allowed
USER_02954,18,85,2967,0,1,Allowed
USER_02955,29,100,4211,0,1,Allowed
USER_02956,1,10,636,0,1,Allowed
USER_02957,5,2,445,0,1,Allowed
USER_02958,180,296,51685,1,2,Blocked
USER_02959,180,106,1473,0,0,Suspicious
USER_02960,12,1,522,0,1,Allowed
USER_02961,0,17,723,0,1,Allowed
USER_02962,6,4,322,0,1,Allowed
USER_02963,29,75,56150,1,1,Allowed
USER_02964,5,15,8289,0,1,Allowed
USER_02965,3,64,9025,0,1,Allowed
USER_02966,7,2,329,0,1,Allowed
USER_02967,8,1,680,0,1,Allowed
USER_02968,6,106,4051,0,1,Allowed
USER_02969,18,9,924,0,1,Allowed
USER_02970,26,2,964,0,1,Allowed
USER_02971,134,66,2287,0,0,Suspicious
USER_02972,20,3,1112,0,1,Allowed
USER_02973,25,5,547,0,1,Allowed
USER_02974,114,52,17146,0,0,Suspicious
USER_02975,57,439,17821,0,2,Blocked
USER_02976,95,7,8084,0,0,Suspicious
USER_02977,3,8,751,0,1,Allowed
USER_02978,30,7,393,0,1,Allowed
USER_02979,11,9,598,0,1,Allowed
USER_02980,18,4,332,0,1,Allowed
USER_02981,7,3,698,0,1,Allowed
USER_02982,4,11,445,0,1,Allowed
USER_02983,45,5,273,0,1,Allowed
USER_02984,13,8,274,0,1,Allowed
USER_02985,8,2,461,0,1,Allowed
USER_02986,9,3,730,0,1,Allowed
USER_02987,37,43,1798,0,1,Allowed
USER_02988,180,89,7228,0,0,Suspicious
USER_02989,1,3,218,0,1,Allowed
USER_02990,10,1,431,0,1,Allowed
USER_02991,44,46,18321,0,1,Allowed
USER_02992,2,7,378,0,1,Allowed
USER_02993,39,37,3203,0,1,Allowed
USER_02994,12,3,672,0,1,Allowed
USER_02995,33,50,1780,0,1,Allowed
USER_02996,7,6,470,0,1,Allowed
USER_02997,5,2,496,0,1,Allowed
USER_02998,29,6,617,0,1,Allowed
USER_02999,26,3,785,0,1,Allowed
USER_03000,26,8,5522,0,1,Allowed
USER_03001,62,246,128830,0,2,Blocked
USER_03002,17,2,767,0,1,Allowed
USER_03003,59,2,531,0,1,Allowed
USER_03004,12,6,421,0,1,Allowed
USER_03005,1,8,476,0,1,Allowed
USER_03006,27,3,313,0,1,Allowed
USER_03007,7,24,3912,0,1,Allowed
USER_03008,12,5,499,0,1,Allowed
USER_03009,7,6,829,0,1,Allowed
USER_03010,9,6,1270,0,1,Allowed
USER_03011,17,7,511,0,1,Allowed
USER_03012,75,5,691,0,0,Suspicious
USER_03013,51,5,462,0,1,Allowed
USER_03014,52,2,593,0,1,Allowed
USER_03015,5,27,3031,0,1,Allowed
USER_03016,5,4,841,0,1,Allowed
USER_03017,16,8,834,0,1,Allowed
USER_03018,180,167,22716,1,0,Suspicious
USER_03019,63,15,19312,0,1,Allowed
USER_03020,57,15,5683,0,1,Allowed
USER_03021,8,3,971,0,1,Allowed
USER_03022,17,1,613,0,1,Allowed
USER_03023,20,2,1003,0,1,Allowed
USER_03024,29,2,475,0,1,Allowed
USER_03025,32,3,1433,0,1,Allowed
USER_03026,8,2,327,0,1,Allowed
USER_03027,15,44,11593,0,1,Allowed
USER_03028,25,34,5734,0,1,Allowed
USER_03029,6,6,521,0,1,Allowed
USER_03030,45,25,6357,0,1,Allowed
USER_03031,10,149,73970,0,1,Allowed
USER_03032,12,14,1190,0,1,Allowed
USER_03033,83,40,1730,0,0,Suspicious
USER_03034,19,5,360,0,1,Allowed
USER_03035,119,51,6590,0,0,Suspicious
USER_03036,33,3,1005,0,1,Allowed
USER_03037,3,5,631,0,1,Allowed
USER_03038,39,4,727,0,1,Allowed
USER_03039,38,6,442,0,1,Allowed
USER_03040,8,6,638,0,1,Allowed
USER_03041,7,7,445,0,1,Allowed
USER_03042,2,8,641,0,1,Allowed
USER_03043,10,3,1720,0,1,Allowed
USER_03044,19,3,1260,0,1,Allowed
USER_03045,18,25,7017,0,1,Allowed
USER_03046,23,6,477,0,1,Allowed
USER_03047,3,5,583,0,1,Allowed
USER_03048,6,48,3119,0,1,Allowed
USER_03049,50,92,15690,0,1,Allowed
USER_03050,16,79,8421,0,1,Allowed
USER_03051,4,1,2221,0,1,Allowed
USER_03052,152,50,7788,0,0,Suspicious
USER_03053,21,12,1097,0,1,Allowed
USER_03054,1,3,491,0,1,Allowed
USER_03055,38,74,85130,0,1,Allowed
USER_03056,69,3,800,0,1,Allowed
USER_03057,49,45,2439,0,1,Allowed
USER_03058,2,4,989,0,1,Allowed
USER_03059,70,9,2206,0,1,Allowed
USER_03060,11,2,1595,0,1,Allowed
USER_03061,57,11,1312,0,1,Allowed
USER_03062,10,51,64331,0,1,Allowed
USER_03063,2,9,384,0,1,Allowed
USER_03064,8,4,988,0,1,Allowed
USER_03065,92,3,1183,0,0,Suspicious
USER_03066,24,15,12733,0,1,Allowed
USER_03067,22,2,457,0,1,Allowed
USER_03068,36,3,1017,0,1,Allowed
USER_03069,12,2,987,0,1,Allowed
USER_03070,21,3,639,0,1,Allowed
USER_03071,34,46,20141,0,1,Allowed
USER_03072,8,5,429,0,1,Allowed
USER_03073,12,3,2375,0,1,Allowed
USER_03074,11,7,1140,0,1,Allowed
USER_03075,13,5,796,0,1,Allowed
USER_03076,36,2,625,0,1,Allowed
USER_03077,15,5,424,0,1,Allowed
USER_03078,33,3,1704,0,1,Allowed
USER_03079,4,4,821,0,1,Allowed
USER_03080,10,4,1676,0,1,Allowed
USER_03081,8,2,423,0,1,Allowed
USER_03082,180,500,34765,1,2,Blocked
USER_03083,6,3,422,0,1,Allowed
USER_03084,80,15,5466,0,0,Suspicious
USER_03085,135,72,10993,0,0,Suspicious
USER_03086,23,5,309,0,1,Allowed
USER_03087,30,1,360,0,1,Allowed
USER_03088,50,2,477,0,1,Allowed
USER_03089,1,1,632,0,1,Allowed
USER_03090,54,11,1296,0,1,Allowed
USER_03091,35,28,3150,0,1,Allowed
USER_03092,12,5,372,0,1,Allowed
USER_03093,39,296,20522,0,2,Blocked
USER_03094,38,4,1438,0,1,Allowed
USER_03095,70,500,3135,0,2,Blocked
USER_03096,16,4,502,0,1,Allowed
USER_03097,7,2,611,0,1,Allowed
USER_03098,40,86,6643,0,1,Allowed
USER_03099,45,3,839,0,1,Allowed
USER_03100,84,59,50962,0,0,Suspicious
USER_03101,29,7,822,0,1,Allowed
USER_03102,13,4,425,0,1,Allowed
USER_03103,21,2,667,0,1,Allowed
USER_03104,15,16,1199,0,1,Allowed
USER_03105,160,98,1277,0,0,Suspicious
USER_03106,12,3,345,0,1,Allowed
USER_03107,33,25,5321,0,1,Allowed
USER_03108,6,5,923,0,1,Allowed
USER_03109,12,13,1401,0,1,Allowed
USER_03110,54,27,7988,0,1,Allowed
USER_03111,60,32,5036,0,1,Allowed
USER_03112,6,2,1053,0,1,Allowed
USER_03113,1,4,664,0,1,Allowed
USER_03114,30,4,427,0,1,Allowed
USER_03115,40,81,4783,0,1,Allowed
USER_03116,0,4,435,0,1,Allowed
USER_03117,12,5,391,0,1,Allowed
USER_03118,40,12,9639,0,1,Allowed
USER_03119,7,5,625,0,1,Allowed
USER_03120,1,4,270,0,1,Allowed
USER_03121,41,4,463,0,1,Allowed
USER_03122,61,500,7255,0,2,Blocked
USER_03123,18,3,729,0,1,Allowed
USER_03124,7,2,954,0,1,Allowed
USER_03125,50,22,4428,0,1,Allowed
USER_03126,180,119,4082,0,0,Suspicious
USER_03127,62,9,1501,0,1,Allowed
USER_03128,74,56,14385,0,0,Suspicious
USER_03129,9,12,2070,0,1,Allowed
USER_03130,5,41,2105,0,1,Allowed
USER_03131,5,7,1591,0,1,Allowed
USER_03132,12,4,803,0,1,Allowed
USER_03133,13,1,1379,0,1,Allowed
USER_03134,0,33,3794,0,1,Allowed
USER_03135,77,60,5588,0,0,Suspicious
USER_03136,7,2,1195,0,1,Allowed
USER_03137,20,17,2071,0,1,Allowed
USER_03138,2,2,621,0,1,Allowed
USER_03139,27,1,624,0,1,Allowed
USER_03140,10,5,755,0,1,Allowed
USER_03141,22,3,344,0,1,Allowed
USER_03142,21,3,743,0,1,Allowed
USER_03143,32,48,4762,0,1,Allowed
USER_03144,28,3,1063,0,1,Allowed
USER_03145,35,6,381,0,1,Allowed
USER_03146,176,74,12449,0,0,Suspicious
USER_03147,41,27,6432,0,1,Allowed
USER_03148,1,3,482,0,1,Allowed
USER_03149,84,6,1426,0,0,Suspicious
USER_03150,79,500,65135,1,2,Blocked
USER_03151,16,4,557,0,1,Allowed
USER_03152,54,4,728,0,1,Allowed
USER_03153,27,10,802,0,1,Allowed
USER_03154,117,80,10608,0,0,Suspicious
USER_03155,7,7,1106,0,1,Allowed
USER_03156,108,11,8193,0,0,Suspicious
USER_03157,4,2,1055,0,1,Allowed
USER_03158,33,2,882,0,1,Allowed
USER_03159,11,5,1058,0,1,Allowed
USER_03160,37,48,4908,0,1,Allowed
USER_03161,6,4,988,0,1,Allowed
USER_03162,66,6,672,0,1,Allowed
USER_03163,31,23,3646,0,1,Allowed
USER_03164,20,27,10561,0,1,Allowed
USER_03165,105,125,29384,0,0,Suspicious
USER_03166,180,213,80813,1,2,Blocked
USER_03167,28,4,768,0,1,Allowed
USER_03168,78,4,428,0,0,Suspicious
USER_03169,20,3,1060,0,1,Allowed
USER_03170,2,2,336,0,1,Allowed
USER_03171,59,7,4285,0,1,Allowed
USER_03172,4,5,770,0,1,Allowed
USER_03173,14,3,714,0,1,Allowed
USER_03174,12,3,586,0,1,Allowed
USER_03175,35,5,896,0,1,Allowed
USER_03176,103,265,201781,1,2,Blocked
USER_03177,32,6,629,0,1,Allowed
USER_03178,60,23,5912,0,1,Allowed
USER_03179,10,2,1062,0,1,Allowed
USER_03180,47,82,201750,0,2,Blocked
USER_03181,8,5,536,0,1,Allowed
USER_03182,1,3,757,0,1,Allowed
USER_03183,22,4,1543,0,1,Allowed
USER_03184,123,7,845,0,0,Suspicious
USER_03185,180,179,27323,1,0,Suspicious
USER_03186,12,3,621,0,1,Allowed
USER_03187,93,17,7511,0,0,Suspicious
USER_03188,22,3,197,0,1,Allowed
USER_03189,60,2,896,0,1,Allowed
USER_03190,33,3,297,0,1,Allowed
USER_03191,65,32,3984,0,1,Allowed
USER_03192,1,33,23277,0,1,Allowed
USER_03193,2,2,445,0,1,Allowed
USER_03194,17,3,1651,0,1,Allowed
USER_03195,68,5,620,0,1,Allowed
USER_03196,44,4,871,0,1,Allowed
USER_03197,9,91,13024,0,1,Allowed
USER_03198,0,6,397,0,1,Allowed
USER_03199,10,4,1308,0,1,Allowed
USER_03200,15,7,934,0,1,Allowed
USER_03201,1,2,368,0,1,Allowed
USER_03202,12,5,495,0,1,Allowed
USER_03203,16,3,1520,0,1,Allowed
USER_03204,19,3,766,0,1,Allowed
USER_03205,15,5,587,0,1,Allowed
USER_03206,23,36,3267,0,1,Allowed
USER_03207,5,82,53866,0,1,Allowed
USER_03208,19,6,1457,0,1,Allowed
USER_03209,34,4,449,0,1,Allowed
USER_03210,6,3,662,0,1,Allowed
USER_03211,180,500,195641,1,2,Blocked
USER_03212,39,2,640,0,1,Allowed
USER_03213,72,9,1042,0,1,Allowed
USER_03214,21,3,567,0,1,Allowed
USER_03215,33,7,647,0,1,Allowed
USER_03216,0,5,1027,0,1,Allowed
USER_03217,2,34,8825,0,1,Allowed
USER_03218,14,4,1048,0,1,Allowed
USER_03219,13,5,691,0,1,Allowed
USER_03220,22,3,449,0,1,Allowed
USER_03221,4,10,769,0,1,Allowed
USER_03222,7,500,110126,0,2,Blocked
USER_03223,41,3,945,0,1,Allowed
USER_03224,19,13,6840,0,1,Allowed
USER_03225,179,18,5885,0,0,Suspicious
USER_03226,43,28,6919,0,1,Allowed
USER_03227,14,10,475,0,1,Allowed
USER_03228,8,8,319,0,1,Allowed
USER_03229,42,5,297,0,1,Allowed
USER_03230,1,8,582,0,1,Allowed
USER_03231,17,4,654,0,1,Allowed
USER_03232,22,5,1121,0,1,Allowed
USER_03233,4,4,514,0,1,Allowed
USER_03234,46,10,974,0,1,Allowed
USER_03235,33,5,744,0,1,Allowed
USER_03236,11,8,727,0,1,Allowed
USER_03237,12,86,3015,0,1,Allowed
USER_03238,37,105,14272,0,1,Allowed
USER_03239,15,43,8390,0,1,Allowed
USER_03240,50,22,6793,0,1,Allowed
USER_03241,9,7,1053,0,1,Allowed
USER_03242,4,4,571,0,1,Allowed
USER_03243,15,6,521,0,1,Allowed
USER_03244,4,6,627,0,1,Allowed
USER_03245,3,3,399,0,1,Allowed
USER_03246,1,5,450,0,1,Allowed
USER_03247,8,1,448,0,1,Allowed
USER_03248,42,1,698,0,1,Allowed
USER_03249,45,2,1256,0,1,Allowed
USER_03250,17,65,3212,0,1,Allowed
USER_03251,2,35,5139,0,1,Allowed
USER_03252,15,2,555,0,1,Allowed
USER_03253,9,70,4554,0,1,Allowed
USER_03254,9,3,497,0,1,Allowed
USER_03255,21,7,615,0,1,Allowed
USER_03256,17,4,474,0,1,Allowed
USER_03257,2,3,1521,0,1,Allowed
USER_03258,2,7,387,0,1,Allowed
USER_03259,2,7,1659,0,1,Allowed
USER_03260,0,4,620,0,1,Allowed
USER_03261,7,5,526,0,1,Allowed
USER_03262,66,4,974,0,1,Allowed
USER_03263,32,6,735,0,1,Allowed
USER_03264,8,4,312,0,1,Allowed
USER_03265,80,44,2482,0,0,Suspicious
USER_03266,3,8,512,0,1,Allowed
USER_03267,18,6,856,0,1,Allowed
USER_03268,19,5,409,0,1,Allowed
USER_03269,140,42,2464,0,0,Suspicious
USER_03270,11,90,14571,0,1,Allowed
USER_03271,3,4,468,0,1,Allowed
USER_03272,31,41,6671,0,1,Allowed
USER_03273,66,266,187104,1,2,Blocked
USER_03274,77,9,10765,0,0,Suspicious
USER_03275,143,247,8520,0,0,Suspicious
USER_03276,6,6,236,0,1,Allowed
USER_03277,29,112,8828,0,1,Allowed
USER_03278,49,14,637,0,1,Allowed
USER_03279,52,6,730,0,1,Allowed
USER_03280,11,3,439,0,1,Allowed
USER_03281,12,5,582,0,1,Allowed
USER_03282,1,2,891,0,1,Allowed
USER_03283,18,4,692,0,1,Allowed
USER_03284,48,9,1047,0,1,Allowed
USER_03285,7,3,1080,0,1,Allowed
USER_03286,27,4,605,0,1,Allowed
USER_03287,48,500,242344,0,2,Blocked
USER_03288,32,4,202,0,1,Allowed
USER_03289,6,7,530,0,1,Allowed
USER_03290,19,4,1498,0,1,Allowed
USER_03291,9,5,430,0,1,Allowed
USER_03292,162,19,4656,0,0,Suspicious
USER_03293,4,12,852,0,1,Allowed
USER_03294,25,3,1175,0,1,Allowed
USER_03295,37,26,4760,0,1,Allowed
USER_03296,22,35,18590,0,1,Allowed
USER_03297,100,95,1412,0,0,Suspicious
USER_03298,7,7,491,0,1,Allowed
USER_03299,17,4,774,0,1,Allowed
USER_03300,81,500,24419,0,2,Blocked
USER_03301,66,82,32362,0,0,Suspicious
USER_03302,28,2,656,0,1,Allowed
USER_03303,119,30,8864,0,0,Suspicious
USER_03304,4,4,732,0,1,Allowed
USER_03305,4,24,6195,0,1,Allowed
USER_03306,49,58,5828,0,1,Allowed
USER_03307,5,3,1028,0,1,Allowed
USER_03308,22,22,6443,0,1,Allowed
USER_03309,11,7,1092,0,1,Allowed
USER_03310,7,4,613,0,1,Allowed
USER_03311,27,2,678,0,1,Allowed
USER_03312,17,2,1073,0,1,Allowed
USER_03313,36,3,444,0,1,Allowed
USER_03314,51,27,1232,0,1,Allowed
USER_03315,7,2,561,0,1,Allowed
USER_03316,53,102,37259,0,1,Allowed
USER_03317,9,2,613,0,1,Allowed
USER_03318,31,240,11693,0,1,Allowed
USER_03319,7,3,855,0,1,Allowed
USER_03320,101,500,19427,0,2,Blocked
USER_03321,71,167,1224,0,0,Suspicious
USER_03322,7,6,1255,0,1,Allowed
USER_03323,57,2,833,0,1,Allowed
USER_03324,180,410,15430,0,2,Blocked
USER_03325,52,22,1553,0,1,Allowed
USER_03326,14,5,278,0,1,Allowed
USER_03327,28,38,4607,0,1,Allowed
USER_03328,19,6,291,0,1,Allowed
USER_03329,14,57,10104,0,1,Allowed
USER_03330,1,156,19400,1,1,Allowed
USER_03331,32,8,1234,0,1,Allowed
USER_03332,84,9,242,0,0,Suspicious
USER_03333,56,33,5179,0,1,Allowed
USER_03334,3,3,644,0,1,Allowed
USER_03335,88,7,1050,0,0,Suspicious
USER_03336,180,149,40735,1,0,Suspicious
USER_03337,22,9,682,0,1,Allowed
USER_03338,2,2,839,0,1,Allowed
USER_03339,17,6,953,0,1,Allowed
USER_03340,5,4,1023,0,1,Allowed
USER_03341,0,4,255,0,1,Allowed
USER_03342,1,5,1293,0,1,Allowed
USER_03343,44,2,872,0,1,Allowed
USER_03344,0,4,495,0,1,Allowed
USER_03345,20,3,424,0,1,Allowed
USER_03346,94,76,2872,0,0,Suspicious
USER_03347,10,4,662,0,1,Allowed
USER_03348,9,3,1003,0,1,Allowed
USER_03349,71,21,3702,0,1,Allowed
USER_03350,3,3,383,0,1,Allowed
USER_03351,180,200,11732,0,0,Suspicious
USER_03352,23,7,823,0,1,Allowed
USER_03353,1,98,2944,0,1,Allowed
USER_03354,3,2,264,0,1,Allowed
USER_03355,61,5,4897,0,1,Allowed
USER_03356,5,8,336,0,1,Allowed
USER_03357,4,9,419,0,1,Allowed
USER_03358,22,3,737,0,1,Allowed
USER_03359,97,30,3046,0,0,Suspicious
USER_03360,33,500,25819,0,2,Blocked
USER_03361,3,2,663,0,1,Allowed
USER_03362,13,2,1112,0,1,Allowed
